,City,Latitude,Longitude,Max_temp,Humidity,Clouds,Wind_speed,Country,Date
125,tateyama,34.9833,139.8667,46.4,57,20,21.85,JP,1612392457
126,faanui,-16.4833,-151.75,82.09,69,6,8.75,PF,1612392728
127,acapulco,16.8634,-99.8901,84.2,65,40,8.05,MX,1612392535
128,poum,-20.2333,164.0167,79.63,81,62,17.38,NC,1612392729
129,nanortalik,60.1432,-45.2371,15.3,80,0,15.12,GL,1612392535
130,sungairaya,0.7,108.9,75.31,89,72,6.33,ID,1612392535
131,minsk,53.9,27.5667,30.2,100,90,2.24,BY,1612392426
132,huarmey,-10.0681,-78.1522,73.92,67,80,9.24,PE,1612392536
133,pevek,69.7008,170.3133,-7.22,72,19,8.68,RU,1612392729
134,atambua,-9.1061,124.8925,73.58,95,100,7.7,ID,1612392550
135,constitucion,-35.3333,-72.4167,68.07,61,0,11.92,CL,1612392730
136,visby,57.6409,18.296,26.6,93,90,3.44,SE,1612392536
137,indramayu,-6.3264,108.32,77.4,89,100,15.1,ID,1612392536
138,bredasdorp,-34.5322,20.0403,59.0,88,2,6.91,ZA,1612392730
139,avarua,-21.2078,-159.775,86.0,74,25,9.22,CK,1612392730
140,albany,42.6001,-73.9662,28.99,67,100,13.0,US,1612392496
141,camocim,-2.9022,-40.8411,80.56,71,99,17.29,BR,1612392447
142,san cristobal,7.7669,-72.225,87.8,51,40,12.66,VE,1612392142
143,cururupu,-1.8283,-44.8683,76.51,89,62,3.74,BR,1612392537
144,palana,59.1167,159.9667,20.52,93,11,22.66,RU,1612392135
145,kununurra,-15.7667,128.7333,82.4,100,90,3.44,AU,1612392537
146,la rioja,42.25,-2.5,48.2,100,90,1.14,ES,1612392537
147,provideniya,64.3833,-173.3,-6.11,84,100,14.79,RU,1612392439
148,saint-philippe,-21.3585,55.7679,77.0,73,0,2.3,RE,1612392731
149,anloga,5.7947,0.8973,84.2,84,20,10.36,GH,1612392731
150,ryotsu,38.0833,138.4333,35.6,93,75,13.8,JP,1612392538
151,mandalgovi,45.7625,106.2708,10.67,79,0,15.55,MN,1612392132
152,athens,37.9795,23.7162,55.99,85,0,2.33,GR,1612392327
153,tame,6.461,-71.73,84.07,44,16,4.74,CO,1612392538
154,ixtapa,20.7,-105.2,75.2,78,1,9.22,MX,1612392732
155,parkes,-33.1333,148.1833,79.0,53,35,5.99,AU,1612392538
156,port hardy,50.6996,-127.4199,41.0,87,90,3.44,CA,1612392539
157,nizhyn,51.048,31.8869,33.21,97,100,9.66,UA,1612392539
158,chunoyar,57.4467,97.3217,11.97,92,100,11.3,RU,1612392539
159,shilovo,54.3204,40.874,29.28,98,100,9.73,RU,1612392539
160,carnarvon,-24.8667,113.6333,77.0,91,90,24.16,AU,1612392539
161,vila real,41.3006,-7.7441,50.0,9,68,3.58,PT,1612392408
162,tual,-5.6667,132.75,83.82,76,100,18.66,ID,1612392539
163,tabou,4.423,-7.3528,78.44,88,14,6.87,CI,1612392540
164,shenjiamen,29.9576,122.298,47.62,83,11,12.88,CN,1612392540
165,loandjili,-4.7561,11.8578,82.4,89,40,5.75,CG,1612392540
166,sao filipe,14.8961,-24.4956,71.87,78,77,9.91,CV,1612392392
167,yakeshi,49.2833,120.7333,-26.03,85,91,1.95,CN,1612392540
168,vila franca do campo,37.7167,-25.4333,51.8,66,40,4.61,PT,1612392457
169,gamba,-2.65,10.0,79.07,88,100,4.65,GA,1612392540
170,hobyo,5.3505,48.5268,75.99,82,9,14.83,SO,1612392541
171,urumqi,43.801,87.6005,10.4,92,47,2.24,CN,1612392253
172,tottori,35.5,134.2333,37.4,60,75,8.05,JP,1612392541
173,turukhansk,65.8167,87.9833,-5.8,92,100,3.94,RU,1612392541
174,imbituba,-28.24,-48.6703,82.4,78,75,4.61,BR,1612392541
175,severo-kurilsk,50.6789,156.125,10.87,92,99,32.88,RU,1612392541
176,olhao,37.0286,-7.8411,57.2,100,75,2.3,PT,1612392542
177,muros,42.7762,-9.0603,53.01,81,15,13.0,ES,1612392542
178,vardo,70.3705,31.1107,30.2,69,75,20.71,NO,1612392542
179,coquimbo,-29.9533,-71.3436,60.8,82,40,9.22,CL,1612392533
180,tevriz,57.509,72.4042,6.64,95,100,6.49,RU,1612392542
181,ahipara,-35.1667,173.1667,73.51,50,91,0.69,NZ,1612392445
182,zhigansk,66.7697,123.3711,-39.03,80,97,10.31,RU,1612392543
183,chapais,49.7834,-74.8492,26.6,46,75,12.66,CA,1612392460
184,erenhot,43.6475,111.9767,14.0,85,0,15.41,CN,1612392543
185,gotsu,35.0,132.2167,46.35,72,97,26.28,JP,1612392543
186,weinan,34.5036,109.5089,37.99,63,0,2.24,CN,1612392543
187,makakilo city,21.3469,-158.0858,73.4,73,20,11.5,US,1612392544
188,vieques,18.425,-65.8329,82.4,57,20,8.05,PR,1612392544
189,gat,31.61,34.7642,63.0,52,0,5.53,IL,1612392483
190,deyang,31.1302,104.382,46.0,78,75,1.39,CN,1612392544
191,lubango,-14.9172,13.4925,63.18,70,100,3.4,AO,1612392545
192,belmonte,-15.8631,-38.8828,78.8,78,0,6.91,BR,1612392737
193,taoudenni,22.6783,-3.9836,71.22,21,21,9.82,ML,1612392545
194,ossora,59.2353,163.0719,26.76,91,60,24.25,RU,1612392737
195,arlit,18.7369,7.3853,64.78,26,0,7.29,NE,1612392737
196,victor harbor,-35.5667,138.6167,71.01,63,100,11.01,AU,1612392545
197,lima,-12.0432,-77.0282,73.0,73,20,9.22,PE,1612392464
198,segou,13.4317,-6.2157,74.73,15,60,7.61,ML,1612392545
199,ulagan,50.6321,87.9563,21.63,90,100,4.76,RU,1612392546
200,kieta,-6.2167,155.6333,83.03,79,86,9.95,PG,1612392412
201,mabaruma,8.2,-59.7833,77.0,94,40,6.91,GY,1612392546
202,deputatskiy,69.3,139.9,-24.29,89,99,2.64,RU,1612392546
203,naze,28.3667,129.4833,44.6,93,20,4.61,JP,1612392546
204,vao,-22.6667,167.4833,78.69,86,93,23.42,NC,1612392440
205,killam,52.7834,-111.8518,-2.2,71,97,10.36,CA,1612392305
206,ballina,-28.8667,153.5667,75.2,78,25,6.91,AU,1612392685
207,ghanzi,-21.5667,21.7833,67.57,89,98,6.26,BW,1612392547
208,aden,12.7794,45.0367,74.12,76,0,11.72,YE,1612392547
209,bowen,-20.0167,148.2333,78.8,83,75,4.61,AU,1612392547
210,tuatapere,-46.1333,167.6833,59.99,51,24,7.67,NZ,1612392440
211,beringovskiy,63.05,179.3167,4.55,93,100,15.84,RU,1612392547
212,lavrentiya,65.5833,-171.0,-12.8,84,0,15.03,RU,1612392457
213,manzhouli,49.6,117.4333,-8.75,90,99,3.09,CN,1612392500
214,bathsheba,13.2167,-59.5167,78.8,69,20,25.32,BB,1612392548
215,narsaq,60.9167,-46.05,15.8,48,90,11.5,GL,1612392548
216,iqaluit,63.7506,-68.5145,-5.8,77,90,2.3,CA,1612392548
217,koslan,63.4564,48.8989,2.68,93,100,3.4,RU,1612392548
218,bakchar,57.0186,82.0711,4.89,95,95,6.15,RU,1612392548
219,bengkulu,-3.8004,102.2655,75.97,85,100,5.32,ID,1612392740
220,guerrero negro,27.9769,-114.0611,67.19,63,82,17.02,MX,1612392741
221,qaanaaq,77.484,-69.3632,-21.8,66,60,4.38,GL,1612392741
222,maraba,-5.3686,-49.1178,86.0,74,0,2.3,BR,1612392549
223,price,39.5994,-110.8107,39.2,60,40,16.11,US,1612392549
224,channel-port aux basques,47.5702,-59.1367,40.1,95,100,11.43,CA,1612392550
225,kita,13.0349,-9.4895,74.77,16,34,3.53,ML,1612392550
226,lukulu,-14.3707,23.242,66.34,89,99,4.34,ZM,1612392550
227,adamas,36.7333,24.4333,51.8,100,0,4.61,GR,1612392550
228,katherine,-14.4667,132.2667,82.4,83,69,9.22,AU,1612392550
229,cabo san lucas,22.8909,-109.9124,84.2,30,20,8.05,MX,1612392454
230,kiruna,67.8557,20.2251,15.8,86,20,11.5,SE,1612392419
231,ouallam,14.3188,2.0866,74.03,16,0,9.4,NE,1612392551
232,vetralla,42.3098,12.0784,50.0,95,65,3.0,IT,1612392551
233,port blair,11.6667,92.75,76.48,75,100,8.99,IN,1612392314
234,hilo,19.7297,-155.09,84.2,39,1,11.5,US,1612392742
235,miandrivazo,-19.5167,45.4667,81.86,77,59,1.7,MG,1612392552
236,chuy,-33.6971,-53.4616,68.99,94,100,22.68,UY,1612392743
237,talcahuano,-36.7167,-73.1167,64.4,77,0,9.22,CL,1612392552
238,bambous virieux,-20.3428,57.7575,75.2,88,75,5.75,MU,1612392743
239,salalah,17.0151,54.0924,66.2,59,0,3.44,OM,1612392743
240,vallenar,-28.5708,-70.7581,80.29,31,0,5.21,CL,1612392552
241,porto santo,33.072,-16.3415,55.4,82,20,6.91,PT,1612392552
242,samarai,-10.6167,150.6667,82.6,75,96,10.16,PG,1612392553
243,niquero,20.0431,-77.5828,74.01,52,0,12.95,CU,1612392553
244,airai,-8.9266,125.4092,61.63,100,100,4.59,TL,1612392744
245,whitehorse,60.7161,-135.0538,0.0,65,20,11.5,CA,1612392553
246,peski,55.2163,38.7626,28.4,93,90,6.71,RU,1612392553
247,hofn,64.2539,-15.2082,30.52,92,97,14.18,IS,1612392553
248,ferrol,43.4832,-8.2369,53.01,73,9,7.0,ES,1612392458
249,rawson,-43.3002,-65.1023,80.51,30,76,8.23,AR,1612392264
250,dingle,10.9995,122.6711,74.75,91,95,9.73,PH,1612392744
251,norman wells,65.282,-126.8329,-32.8,68,75,10.36,CA,1612392744
252,katsuura,35.1333,140.3,46.4,57,20,21.85,JP,1612392430
253,nemuro,43.3236,145.575,13.17,88,30,17.09,JP,1612392554
254,morrinhos,-17.7311,-49.0994,73.96,78,100,3.13,BR,1612392554
255,kyzyl-suu,42.3414,78.0056,24.84,70,0,7.34,KG,1612392554
256,christchurch,-43.5333,172.6333,61.0,67,90,13.8,NZ,1612392492
257,todos santos,23.45,-110.2167,75.0,70,37,7.0,MX,1612392368
258,dulce grande,23.0,-102.1667,77.0,13,40,11.5,MX,1612392555
259,bontang,0.1333,117.5,75.76,86,99,4.65,ID,1612392555
260,roswell,34.0232,-84.3616,46.99,34,1,9.22,US,1612392439
261,ahuimanu,21.4447,-157.8378,69.8,78,90,3.44,US,1612392555
262,lebu,-37.6167,-73.65,60.78,82,0,11.9,CL,1612392746
263,gizo,-8.103,156.8419,82.51,79,85,17.69,SB,1612392556
264,kirensk,57.7853,108.1119,4.66,93,100,6.08,RU,1612392556
265,brigantine,39.4101,-74.3646,35.01,69,90,12.66,US,1612392746
266,babaeski,41.4325,27.0931,48.96,92,34,4.59,TR,1612392556
267,ayan,56.45,138.1667,-26.73,70,12,16.44,RU,1612392556
268,superior,46.7208,-92.1041,30.99,80,1,4.61,US,1612392557
269,campoverde,-8.4753,-74.8058,87.8,62,40,4.61,PE,1612392557
270,cascavel,-24.9558,-53.4553,80.6,78,75,2.42,BR,1612392557
271,massaguet,12.4755,15.4365,71.6,24,24,3.44,TD,1612392557
272,north bend,43.4065,-124.2243,48.2,81,90,5.23,US,1612392557
273,moose factory,51.2585,-80.6094,14.0,92,90,3.44,CA,1612392557
274,seoul,37.5683,126.9778,21.2,62,0,5.75,KR,1612392445
275,victoria,22.2855,114.1577,64.0,68,0,11.61,HK,1612392712
276,tura,25.5198,90.2201,57.85,59,0,3.42,IN,1612392558
277,san patricio,28.017,-97.5169,77.0,57,40,23.02,US,1612392558
278,luba,3.4568,8.5547,80.6,89,20,6.91,GQ,1612392558
279,nurota,40.5614,65.6886,37.4,93,0,6.91,UZ,1612392554
280,ponta do sol,32.6667,-17.1,53.01,70,43,4.0,PT,1612392748
281,kavieng,-2.5744,150.7967,84.34,67,65,5.14,PG,1612392749
282,berlevag,70.8578,29.0864,30.2,80,75,23.02,NO,1612392749
283,longyearbyen,78.2186,15.6401,23.0,74,75,14.97,SJ,1612392424
284,kavaratti,10.5669,72.642,81.14,63,80,6.06,IN,1612392749
285,college,64.8569,-147.8028,-9.4,70,90,3.44,US,1612392468
286,aasiaat,68.7098,-52.8699,-13.05,79,20,8.08,GL,1612392560
287,khomeyn,33.6423,50.0789,37.81,63,0,2.35,IR,1612392560
288,auki,-8.7676,160.7034,81.3,78,98,10.02,SB,1612392560
289,kamaishi,39.2667,141.8833,26.13,89,6,2.86,JP,1612392560
290,rockhampton,-23.3833,150.5,80.6,65,40,10.36,AU,1612392560
291,youkounkoun,12.5333,-13.1333,81.73,18,38,3.29,GN,1612392561
292,sorland,67.667,12.6934,34.57,82,31,23.71,NO,1612392750
293,kualakapuas,-3.0091,114.3876,73.4,100,20,2.3,ID,1612392561
294,kapit,2.0167,112.9333,72.66,95,100,0.47,MY,1612392561
295,nadym,65.5333,72.5167,-1.37,93,93,8.66,RU,1612392562
296,talnakh,69.4865,88.3972,-16.35,87,100,2.77,RU,1612392751
297,florence,43.7667,11.25,57.2,77,75,4.61,IT,1612392562
298,bull savanna,17.8868,-77.5902,73.36,71,37,2.48,JM,1612392562
299,chiredzi,-21.05,31.6667,71.22,96,65,2.71,ZW,1612392562
300,mecca,21.4267,39.8261,75.0,76,0,3.04,SA,1612392562
301,simga,21.6333,81.7,55.98,37,0,1.66,IN,1612392563
302,kirovohrad,48.5132,32.2597,34.07,95,95,6.13,UA,1612392563
303,krasnogvardeyets,52.6804,52.3635,33.94,97,100,7.96,RU,1612392563
304,ola,59.5833,151.2833,-3.69,84,47,13.8,RU,1612392563
305,le port,-20.9373,55.2919,78.8,73,75,13.8,RE,1612392563
306,kampot,10.6167,104.1833,71.6,94,0,2.3,KH,1612392563
307,general pico,-35.6566,-63.7568,74.8,36,38,1.07,AR,1612392273
308,neuquen,-38.9516,-68.0591,91.4,18,0,5.75,AR,1612392514
309,vazante,-17.9869,-46.9078,73.58,84,86,2.21,BR,1612392564
310,wanaka,-44.7,169.15,63.0,57,87,5.99,NZ,1612392564
311,nantucket,41.2835,-70.0995,33.8,86,90,6.91,US,1612392458
312,nanakuli,21.3906,-158.1547,73.4,73,20,11.5,US,1612392564
313,seminole,28.7086,-81.2081,57.2,21,1,10.36,US,1612392564
314,burgeo,47.6167,-57.6152,40.91,94,100,10.78,CA,1612392565
315,flinders,-34.5833,150.8552,75.0,73,14,5.99,AU,1612392753
316,axim,4.8699,-2.2405,80.06,85,23,8.34,GH,1612392753
317,baruun-urt,46.6806,113.2792,7.09,91,100,13.15,MN,1612392565
318,parry sound,45.3501,-80.033,33.8,37,0,7.0,CA,1612392565
319,thunder bay,48.4001,-89.3168,32.0,69,90,8.05,CA,1612392535
320,novyy urengoy,66.0833,76.6333,-2.29,93,98,5.21,RU,1612392565
321,launceston,-41.45,147.1667,64.0,77,75,4.61,AU,1612392565
322,cherskiy,68.75,161.3,8.55,83,98,7.52,RU,1612392754
323,fort nelson,58.8053,-122.7002,-7.6,71,90,4.61,CA,1612392305
324,skjervoy,70.0311,20.9714,30.2,69,90,9.22,NO,1612392566
325,la jutosa,15.6333,-88.0,77.0,53,20,11.5,HN,1612392566
326,necochea,-38.5473,-58.7368,66.99,77,0,3.0,AR,1612392755
